Court case unable to proceed
Formal action is not in the public interest
Offender fined
Offender given penalty notice
Offender otherwise dealt with
Unable to prosecute suspect
Defendant found not guilty
Defendant sent to Crown Court
Suspect charged as part of another case
Action to be taken by another organisation
Investigation complete; no suspect identified
Local resolution
Offender given absolute discharge
Offender given suspended prison sentence
Offender ordered to pay compensation
Offender sent to prison
Suspect charged
Further investigation is not in the public interest
Offender deprived of property
Offender given a caution
Offender given a drugs possession warning
Offender given community sentence
Offender given conditional discharge
