lat,lng,resolved
51.26692,-1.097053,1
53.79739,-1.824494,1
53.77779,-3.050055,1
53.43445,-2.862821,1
54.190716,-6.345106,0
52.47202,-1.902839,1
53.746067,-0.34471,1
50.610134,-2.453508,1
51.93161,-2.406879,1
51.42076,-0.161155,1
51.672478,-3.200292,1
53.81025,-1.527488,1
53.230125,-3.244704,1
51.37272,-0.224919,0
52.588146,-4.097166,1
53.21452,-0.614177,1
53.478626,-2.201294,1
53.498466,-2.238818,1
53.61374,-2.138497,1
53.795612,-1.749645,1
51.25606,-0.197543,1
53.143524,0.339121,1
51.38492,0.549385,1
53.25633,-1.426916,1
53.336136,-2.698464,0
51.479492,-0.026631,0
52.551643,-1.881928,1
51.53883,0.136363,1
51.802208,-0.205344,1
53.593006,-2.230679,1
53.566723,-2.446768,1
50.768787,0.288253,0
51.533073,-0.026795,1
52.884586,-1.446778,0
51.747917,-3.379668,1
50.390114,-3.92094,1
53.369686,-2.777437,1
51.784435,-0.042232,1
51.441402,-0.020546,1
51.5391,-0.251028,1
52.57109,-1.551637,1
52.62576,1.296103,1
51.53086,-0.141814,1
51.430763,-0.87666,1
50.91232,-0.998969,1
53.417168,-1.063272,1
53.52184,-2.168694,1
50.71843,-1.980074,1
52.790222,-2.131947,1
51.30791,-0.788733,0
51.888214,0.262613,1
51.471497,-0.133054,1
51.481236,-0.611133,1
51.55981,-0.246699,0
50.732487,-3.50098,1
51.7382,-1.256135,1
51.44965,-0.031272,1
51.47083,-0.353953,0
53.362587,-1.363191,1
51.60667,-0.068721,1
51.361935,-0.193634,1
51.704403,-0.173397,1
53.542347,-2.112066,1
51.093426,-0.202874,1
51.58476,0.704937,1
52.761738,-1.936221,1
51.437183,-0.024786,1
51.50282,-0.119267,1
51.281944,-0.840705,1
53.435776,-1.275183,1
52.453243,-1.84087,1
51.52111,-0.170391,1
53.442028,-2.9694,1
51.09408,1.122111,1
51.774406,-0.456265,1
53.68122,-1.097652,1
51.34943,0.427105,1
51.142704,-0.495786,1
53.54087,-2.753077,1
52.62252,-2.125902,1
53.40154,-3.043368,1
51.458885,0.04948,1
51.45178,0.052357,1
52.954376,-1.224653,1
53.8562,-2.178323,1
51.63132,-0.038862,1
50.8242,-0.142422,1
51.25212,0.541773,1
52.47062,-1.876742,1
51.405647,-2.587463,1
52.341152,-2.054029,0
52.71347,-2.72708,0
53.429005,-1.376993,1
54.382187,-1.684767,0
53.622875,-2.155445,1
51.542255,-3.38E-4,1
51.88994,0.261741,1
51.406006,-0.514912,1
51.44888,0.108586,1
53.394493,-2.952619,1
52.012367,-0.047191,0
51.557556,-0.138952,1
53.794205,-1.755422,1
52.255783,-0.85793,1
52.243702,-0.811782,1
51.55392,-0.205685,1
51.565388,0.662473,1
52.627357,1.260442,1
53.093025,-2.231727,1
53.955647,-1.091145,1
52.258087,0.70151,1
50.78601,0.303395,1
52.080997,-2.35817,1
54.727394,-5.808627,0
50.72231,-1.873669,1
54.19037,-2.983735,1
53.238995,-0.456348,1
53.011845,-1.302425,1
52.626053,-1.925752,1
55.017643,-1.573491,1
52.487465,-1.480798,1
52.5829,-2.13485,1
51.471718,-0.490059,1
52.272346,-2.165031,0
50.11844,-5.537056,1
51.592876,-0.07293,1
51.208263,-1.476193,1
52.06641,1.244903,0
54.22606,-2.871458,1
53.37357,-0.812381,1
51.525036,-0.044153,1
52.410057,-1.522737,1
52.157894,-2.260879,1
51.49766,-0.261014,1
53.754387,-0.360112,1
51.54837,-0.238918,1
52.954067,-1.146601,1
51.645897,-0.395376,1
50.386196,-3.508979,1
53.573433,-2.433036,1
51.510002,-0.216966,1
53.015293,-1.160405,1
51.547413,-0.047665,0
53.414917,-2.973763,0
51.91457,-0.197102,1
51.26308,-1.088988,0
52.47377,-1.508224,0
51.45365,-0.988429,0
51.565826,-0.133059,1
51.54901,0.077226,1
51.71763,-0.200776,1
50.924644,-1.465468,1
52.95264,-1.14456,1
51.69689,-0.044653,1
54.66098,-2.751223,1
51.874218,-0.407366,1
52.97305,-1.166138,1
52.4182,0.740294,1
51.538544,-0.234106,1
51.48453,-0.097018,1
51.57886,0.413923,1
51.700348,-0.42575,0
51.546543,0.032186,1
51.46104,-2.564683,1
52.955944,-1.147591,1
52.053036,-0.009931,1
53.611523,-2.163731,1
50.46891,-4.719808,1
53.201843,-2.858485,1
51.743004,-0.346412,1
51.805386,-0.10522,1
51.984295,0.587602,1
52.77389,-1.290225,1
53.13929,-1.19756,1
54.58691,-1.310409,1
50.810814,-0.370675,1
53.004852,-2.333751,1
51.993565,-0.741453,1
53.35656,-2.734287,1
54.58341,-2.493444,1
51.5584,-0.13257,0
53.20424,-2.914737,1
50.71145,-2.465037,0
53.758953,-2.697197,1
51.67736,-0.395334,1
51.535336,0.055594,1
51.863968,-2.245363,1
53.36702,-2.279064,1
51.770973,0.111014,0
53.565094,-0.681518,1
51.88994,0.261741,1
51.48991,-0.305934,1
50.40903,-4.148937,0
53.34336,-1.366737,0
51.445835,0.226657,1
52.310932,-1.957829,1
51.42584,-0.481172,1
53.342598,-2.734407,1
51.64689,0.081105,1
52.57193,-0.234316,1
51.886463,0.894589,1
51.888214,0.262613,1
53.385857,-0.771413,0
53.744404,-0.358287,1
51.88994,0.261741,1
50.914673,-0.999701,1
51.8148,0.149334,1
51.499508,-0.115614,1
51.5587,0.069271,0
51.414276,-0.283105,1
52.58701,-0.206268,1
51.467026,-0.32927,1
53.37637,-1.47933,1
51.472122,-0.064085,1
52.112236,-0.511393,1
53.600506,-2.255336,1
53.732227,-0.394326,1
51.76474,-0.468666,1
52.196514,-1.709193,1
54.17309,-6.338872,0
54.675632,-1.217396,1
51.452343,-0.190615,1
52.488243,-1.889358,1
51.471832,0.046604,1
50.84718,-1.190988,1
55.5973,-1.830494,1
51.50097,-0.124933,1
50.985195,0.967802,1
51.56949,0.124726,1
52.579163,-1.663342,0
53.49005,-2.2396,1
53.51867,-1.13254,1
50.6562,-1.1507,1
53.258846,0.180587,1
53.55678,-0.082256,1
51.88994,0.261741,1
51.46725,-0.060994,1
51.50659,-0.415346,1
53.390476,-0.751416,1
52.49769,-0.722793,1
53.870296,-1.718707,0
51.551105,0.215797,1
51.601604,-3.342538,1
53.22903,-1.427101,0
52.60447,1.735909,1
53.00933,-2.22706,1
51.347824,0.730695,1
51.88994,0.261741,1
51.113503,-0.185279,0
51.785656,-0.041005,1
51.42777,-0.393736,1
53.512943,-2.212736,1
51.78865,-1.281808,1
52.953777,-1.152397,1
51.125095,-2.98193,1
51.463623,-2.552307,1
51.257133,-1.123943,1
51.759872,0.094165,1
53.680264,-1.659234,0
51.928116,-0.258082,0
51.275127,0.52314,0
51.095203,1.164097,1
53.57422,-2.416659,1
52.213516,-2.197597,0
53.31291,0.280352,1
51.40409,0.014448,1
50.78719,-1.078093,0
53.645638,-1.782466,1
53.81148,-1.621663,1
51.379463,0.530931,1
51.4748,-0.110455,0
51.793785,-0.223399,1
51.919132,-0.17976,1
50.830307,-0.20043,1
51.302998,0.763386,1
53.429516,-2.982646,1
51.681976,-4.158912,0
54.9598,-1.433036,0
51.306095,0.308942,1
53.38882,-2.29319,1
51.48655,0.294973,1
50.586796,-3.470023,1
51.423683,-2.516919,0
53.64766,-1.79129,1
51.498238,-0.018935,0
51.60774,0.515734,1
51.90723,0.1972,1
51.89963,-0.17578,1
51.68688,-0.037026,0
51.568233,-0.35784,1
51.751434,-0.444821,1
51.536976,-0.062012,1
54.45987,-6.344856,0
52.467655,1.74564,0
53.548824,-2.6324,1
51.087784,-1.775161,1
52.699833,-1.33039,1
52.97114,-1.309052,1
53.790527,-1.762957,1
51.456688,-0.016632,1
50.61065,-2.491445,1
51.582016,-0.226604,1
52.597023,-1.086349,1
51.415333,-0.238513,1
53.10531,-2.391886,1
51.86421,-2.243157,1
50.845108,-1.046471,1
53.679333,-1.504065,1
51.315456,0.870527,1
51.76953,-0.001961,0
51.88994,0.261741,1
50.735752,-2.058472,1
53.48605,-2.212104,1
52.95524,-1.154274,1
52.551613,-1.932956,1
51.976677,-0.215343,1
52.444668,1.439533,1
53.422756,-2.157797,1
51.58487,-0.022458,1
52.492878,-1.852599,1
53.40235,-2.985464,1
53.82764,-1.727258,0
51.463123,-0.135915,1
51.472603,-0.385178,0
51.47587,-0.112542,1
51.531677,0.035244,1
52.95524,-1.154274,1
51.517857,-0.246538,1
53.545204,-1.169184,1
50.812454,-0.533644,1
51.564358,0.106581,1
52.637672,-1.147819,1
51.454872,-0.947527,1
52.639336,-1.13394,1
53.76797,-1.882115,0
51.28002,-0.739585,1
51.425514,0.05761,0
51.471985,-0.018272,0
51.70605,-0.360699,1
51.52815,-0.331329,1
50.851,-1.083967,1
51.48718,-0.21571,1
53.39976,-1.469164,1
54.928596,-1.59901,0
53.424725,-2.857598,1
53.809654,-1.52013,1
51.625088,-0.71287,0
51.113274,-0.226078,0
53.491642,-2.092836,1
53.059364,-0.806431,1
53.634853,-1.516065,1
50.87181,-0.968683,0
52.604435,-2.094118,1
53.44718,-2.324834,1
52.46907,-1.901506,1
51.785656,-0.041005,1
51.601715,-0.064239,1
53.454517,-2.647337,1
53.691235,-1.629041,1
51.17598,-0.174472,1
52.650585,-2.441314,0
52.46931,1.744853,1
54.85807,-5.814066,0
51.646713,-0.432566,1
51.280586,0.512727,1
53.388725,-2.592915,1
53.804703,-1.451067,1
51.75194,-0.434822,1
51.45614,-0.971419,1
52.88754,-1.148265,1
52.890274,-1.446631,1
53.394184,-1.464376,1
51.376335,-0.098476,1
51.55376,-0.165014,1
51.713833,-0.114463,1
50.828857,-0.115996,1
51.427593,-0.580927,1
51.600197,-0.230098,1
51.888214,0.262613,1
51.987274,-0.213349,1
53.44592,-2.303113,1
51.46806,-0.366132,1
52.505966,-1.902514,1
52.13045,-2.749147,1
54.90338,-1.428917,1
53.541004,-2.671593,1
51.88994,0.261741,1
52.89153,-1.453259,1
51.333324,1.411196,1
52.48873,-1.927912,1
51.522743,0.295639,1
51.59193,-3.198759,0
53.422573,-2.85924,1
52.13667,-0.468277,1
52.6123,-0.247123,1
52.05785,-2.705649,0
53.39344,-1.454927,1
51.53276,-3.687832,1
51.894596,-0.19732,1
52.902573,-0.632729,1
51.64908,-0.414503,1
51.76117,-0.342604,0
51.558388,0.210179,0
53.41077,-1.441512,1
51.54955,-0.171832,1
50.379368,-4.123023,1
51.374844,-0.096297,1
53.19124,-2.886486,1
53.42981,-2.978589,1
53.46993,-2.111845,1
51.56518,-0.119725,1
51.239082,-0.75023,1
52.628998,-1.075918,1
53.021923,-2.179853,1
50.758022,-1.636048,1
51.811195,0.055197,1
51.524998,-0.101501,1
52.24948,0.40484,1
51.81142,-0.026048,1
53.086834,-2.447856,1
51.8045,0.625988,1
52.398033,-0.726084,1
52.457996,-2.116601,1
53.79838,-1.59002,1
51.751057,-0.290733,1
51.13957,-2.66288,1
52.64709,-1.115296,1
51.88994,0.261741,1
51.490913,-0.082044,1
53.319378,-1.492814,1
53.94608,-1.084786,0
53.39483,-2.871313,1
53.543934,-2.409465,1
51.839878,-0.199724,1
52.524414,-1.865537,1
53.36256,-2.271671,1
51.693844,-0.410117,1
51.680798,-0.378694,1
52.737858,-2.734847,1
50.790794,-0.999636,1
53.107452,-2.168873,1
54.99161,-1.525269,1
52.18337,-1.684429,1
53.40721,-2.979333,1
52.60304,-1.130743,1
53.804764,-1.572025,1
51.747616,-0.339783,1
51.50903,-0.596008,1
54.837654,-1.46237,1
52.667316,-1.169542,1
51.515247,-0.475563,1
53.41325,-2.960922,1
51.80058,-0.0631,1
53.592358,-0.650904,1
50.823387,-0.139885,1
51.796314,-0.202881,1
52.60853,-0.253595,1
51.45572,-0.411107,1
51.725075,0.463062,0
53.84143,-1.601803,1
51.475266,-0.398317,1
51.48838,-3.22888,1
51.473564,-0.044339,1
53.495274,-2.281187,1
51.485764,-0.109915,1
50.80989,-0.384674,1
52.37898,-0.691975,1
50.912834,-1.404979,0
54.606438,-5.93009,0
51.69537,-4.926101,1
51.756336,-0.469545,0
51.51789,-0.171039,1
51.476772,-0.139102,0
51.794323,-0.205454,1
51.38412,-0.069698,1
51.572643,0.086212,1
51.536446,-0.143605,1
52.514,-3.311619,1
51.512875,-0.233139,0
52.36646,-1.292129,0
52.63577,-1.135267,1
54.622017,-5.975812,0
51.754078,-1.591365,0
51.48188,-0.605842,1
53.523304,-2.124792,1
51.519524,-0.06,1
53.46034,-2.176146,0
52.445908,-1.868998,1
51.324875,0.98791,1
52.451336,-1.212354,1
53.80276,-2.234397,1
53.548664,-2.13042,1
51.594482,-0.132274,1
51.73643,0.466128,0
53.91652,-3.024742,1
51.62445,-0.510868,1
52.23675,-0.900887,0
53.511143,-2.214778,1
51.47383,-3.198755,1
54.66275,-1.225255,1
53.360554,-2.270186,1
53.522964,-1.136918,1
51.78738,-4.976113,1
51.46806,-0.366132,1
51.498306,-0.178638,1
52.534122,-2.073019,1
54.536472,-1.562107,1
53.788273,-1.538618,1
50.858303,0.592438,1
53.59048,-2.433935,1
54.99571,-1.431092,1
51.964176,-0.212288,0
51.741505,-3.259939,1
51.508575,-0.124419,1
53.362507,-2.273249,1
51.660637,-3.509625,1
51.504196,-0.543551,1
52.21176,-0.898094,1
53.588375,-2.226953,1
51.761345,-0.495458,1
53.593117,-2.214046,1
53.31339,-3.467285,1
51.586773,-0.004836,1
53.696297,-2.307167,0
51.88994,0.261741,1
54.881737,-1.433571,0
52.411507,-1.546361,1
54.28125,-0.43348,1
53.569866,-0.627957,0
51.734802,-1.221045,0
52.451176,-1.935345,1
51.88994,0.261741,1
51.576637,-0.239038,1
51.62752,-0.749093,1
54.44608,-6.395546,0
51.739677,-0.354601,1
54.595287,-5.90613,0
51.237152,-0.571037,1
52.46139,-1.780733,0
52.77853,-1.582065,1
51.493454,-0.0928,1
51.45044,-1.015641,0
50.833664,-0.31377,1
51.847622,-0.230543,1
52.476124,-0.715688,1
51.784767,-0.18858,1
54.983376,-1.432048,1
52.644424,1.293057,1
52.49496,-1.775632,1
52.306927,-1.9417,1
52.585373,-1.541647,1
51.726566,-1.225197,1
52.985054,-1.184735,1
51.406006,-0.514912,1
50.830784,-0.148736,1
51.12841,-0.19913,0
50.83554,-0.2173,1
53.43772,-2.98276,1
53.51867,-1.13254,1
51.517574,-0.079786,0
53.220295,-0.550843,1
51.576492,-0.703737,1
54.11273,-3.228536,1
52.48975,-1.471463,1
53.49043,-1.312324,1
50.984505,0.941837,1
50.825695,-0.15324,1
53.58688,-1.452653,1
51.89863,-0.493972,1
51.457115,-0.975211,1
51.082623,-1.770475,1
50.69903,-1.931756,1
53.42956,-2.801662,1
51.443085,-0.106469,1
51.798115,-0.195891,1
51.54053,0.051069,1
51.511967,-0.718323,1
51.457092,-0.563661,0
52.500866,-1.910715,1
53.798035,-1.759438,1
51.47616,-0.093291,1
53.75451,-1.381926,0
51.504444,-0.418793,1
53.39672,-1.497805,1
51.430305,0.360763,1
51.88994,0.261741,1
51.395737,-1.329602,1
53.40969,-1.447197,1
53.415054,-2.866145,1
50.36915,-4.156894,1
50.885727,-1.360018,1
53.131336,-1.255998,1
52.202972,0.125708,1
51.52006,0.018092,1
53.740425,-1.658354,1
53.460922,-1.341523,0
51.62199,-3.927745,1
50.788696,-1.083582,0
53.376408,-1.49854,1
52.119286,-2.304643,1
51.88994,0.261741,1
51.5607,-0.138737,1
51.46244,-0.32532,1
52.240723,0.704249,1
51.478493,-3.194903,1
53.514923,-1.374437,1
51.759087,-0.231079,1
51.888214,0.262613,1
54.6853,-1.215581,1
51.25719,-1.110872,1
51.65651,-0.401362,1
54.643185,-1.692732,1
51.511337,-0.198453,1
52.64243,1.29687,1
52.4939,-1.85697,1
52.792618,-2.128766,1
51.650314,-0.360976,1
51.967953,-0.239637,1
52.49005,-2.118763,1
53.442646,-2.984876,1
51.54315,0.007691,1
51.63377,-0.128912,1
51.280777,-1.077526,1
52.24484,0.392503,1
53.638012,-1.806296,0
53.490284,-3.003478,1
51.594307,-0.335186,1
51.079964,-4.059771,1
52.23992,-0.888858,1
53.798195,-1.441162,0
50.862633,-1.218215,1
50.850163,-1.087975,1
53.613956,-2.15975,1
52.57542,-0.244078,1
51.963707,-0.276702,0
51.58012,-0.338014,1
50.914513,-1.002307,1
51.679245,-0.397712,1
51.97969,-0.184222,1
51.434856,-0.157884,1
51.755486,-0.460286,1
52.493885,-1.819264,1
51.771336,0.086303,1
53.81103,-1.520114,1
51.88994,0.261741,1
52.501675,-1.829412,1
52.626907,-1.114064,1
51.88994,0.261741,1
53.541412,-2.111234,1
50.56536,-2.4415,1
53.820576,-3.052173,1
51.557716,-0.112978,1
53.606647,-2.409331,1
51.900055,-0.477544,1
51.37123,-0.413358,1
51.993565,-0.741453,1
51.519333,0.189562,1
51.764904,-0.24743,1
51.473446,-0.091791,1
51.536167,-0.631291,1
51.88994,0.261741,1
52.52686,-2.114735,1
51.879044,-0.418426,1
54.44647,-6.358439,0
51.522575,-0.134281,1
53.565483,-2.463061,0
54.554478,-1.273431,1
54.598198,-5.945968,0
51.525692,-0.200827,1
51.409542,-0.130143,1
53.01264,-1.358202,1
51.573544,0.085704,1
53.583527,-2.394335,0
50.73325,-1.775557,1
52.918716,-1.495126,1
51.79126,-0.66601,1
52.7697,1.164166,0
55.036575,-7.326392,0
50.609333,-2.447296,1
54.537655,-1.209048,1
50.85856,-1.004283,1
53.522408,-2.417854,1
51.819202,0.153011,0
51.88994,0.261741,1
53.36702,-2.279064,1
54.45103,-5.898375,0
52.57866,-1.307017,1
52.218666,-0.879113,1
52.630054,-1.134685,1
51.550007,-0.088921,0
52.21219,-2.184888,0
51.547096,-0.009573,1
51.49215,-0.260402,1
52.980988,-2.114388,1
51.86764,-0.186444,1
52.436863,-1.896473,1
51.573048,-0.362039,1
51.527416,-0.461187,1
50.89113,0.183487,1
50.5502,-3.595503,1
51.467987,-0.122326,1
51.528114,0.028251,1
51.486732,-0.271699,1
53.724987,-1.861366,1
54.669323,-5.985613,0
51.756336,-0.469545,1
54.59535,-5.905507,0
50.797123,-0.62254,1
51.800423,1.127586,1
52.815483,-1.641846,1
52.787296,-0.149607,1
53.403023,-2.979358,1
51.458954,0.007218,1
54.547928,-1.530803,1
53.79957,-1.616684,1
51.512524,-0.053596,1
52.191193,-2.181158,0
51.084328,1.171752,1
53.570694,-0.082201,1
50.383347,-4.133596,0
51.64331,-0.496087,1
53.757954,-1.62313,1
53.507637,-2.163541,1
51.504436,-3.092073,1
51.579716,-0.099221,1
50.76362,0.286894,1
52.452023,-1.735679,1
51.52887,-0.616143,1
51.532265,-0.028935,1
51.88769,0.902706,0
51.532837,-0.472856,1
51.911995,-0.506319,1
51.905296,-0.19692,1
53.499588,-1.281619,1
51.97253,-0.19993,1
53.012012,-1.186373,1
51.450733,-2.486903,0
51.427788,-2.131329,0
51.86191,-2.24085,1
53.47882,-2.197905,1
55.12612,-1.519646,1
50.792072,-1.070236,1
51.386868,0.548329,1
53.70818,-1.787749,1
51.604046,-1.830481,1
52.79068,-2.141721,1
53.454727,-2.316413,1
51.493362,-0.22512,1
51.50149,-0.125503,1
53.36702,-2.279064,1
51.60989,-3.652839,1
50.83352,-0.14086,1
51.58962,-0.106503,0
51.56009,-1.782248,1
54.88409,-6.272901,0
51.512344,-0.380805,1
52.284996,-1.924855,1
51.66004,-0.263971,1
53.128136,-0.634818,1
51.2416,0.676081,1
54.895176,-2.937272,1
53.002033,-1.177098,1
54.633595,-3.544922,1
52.557926,-0.126996,0
51.47502,-0.200503,1
50.9426,-2.623765,1
52.476933,-1.236,1
51.463497,-0.115543,1
51.55796,-1.78031,1
51.99647,-0.479068,1
53.594776,-0.657506,1
53.8212,-1.538196,1
53.610863,-2.379172,1
52.99986,-1.196779,1
51.76148,-0.230565,1
51.45285,-0.193603,1
52.951797,-1.148358,1
53.39579,-2.958889,1
54.868484,-6.278008,0
51.986336,-0.211231,1
53.15036,0.34039,1
51.79306,-0.211682,1
51.477074,-0.118641,1
51.462,-0.18826,1
54.99455,-1.517654,0
51.72831,-0.298947,1
52.393368,-2.018075,1
53.591022,-2.294936,1
52.558815,-2.099331,1
51.478672,-3.174301,1
53.521816,-2.13159,1
54.905163,-1.730386,1
50.820545,-0.553706,1
50.791355,0.014779,1
51.52136,-0.145444,1
51.437183,-0.024786,1
52.955845,-1.138885,1
51.522213,0.290552,1
51.691322,-0.224752,1
51.51162,-0.016322,1
53.49647,-2.714242,1
51.161118,-0.177591,1
51.48891,-0.122792,0
51.750202,-0.223936,0
51.52953,-3.681787,1
52.40539,-1.886257,1
51.581722,-0.036437,1
52.760574,0.408912,1
51.52569,-0.08436,1
51.691486,-0.169664,0
52.631954,-1.124083,1
53.1427,-1.188825,1
51.51338,-0.096363,0
52.73816,-2.732571,1
51.429577,-0.104279,1
54.09803,-6.250091,0
51.56401,-0.256478,1
53.362507,-2.273249,1
53.54749,-1.484568,1
51.29912,0.583749,1
50.727825,-3.522098,0
53.513496,-2.151198,1
51.24453,-1.094397,1
51.888214,0.262613,1
51.49828,-0.09875,1
53.028934,-2.185474,1
54.991096,-1.692192,0
51.533188,0.078423,1
51.31683,-0.606604,1
53.47227,-2.249066,1
55.00858,-1.46065,1
54.567707,-1.241396,1
53.81088,-1.509698,0
54.118114,-3.234524,1
53.815662,-1.523463,0
52.635063,-1.132222,1
53.522976,-2.496309,1
51.511887,-0.314486,1
51.379505,-2.130214,1
51.593822,-0.287186,1
51.746487,-0.224473,1
53.403473,-2.980571,1
51.88994,0.261741,1
54.98854,-1.701932,1
50.894794,0.064873,1
51.656616,0.178925,0
53.52958,-2.084049,1
53.39117,-3.019611,1
53.764416,-2.686441,1
50.792072,-1.070236,1
52.938187,-1.257037,1
51.486732,-0.271699,1
51.86342,-2.245781,1
50.985195,0.967802,0
52.9269,-1.495759,1
51.537514,0.148904,1
51.469162,-0.359413,1
53.487415,-2.36202,1
51.111794,-0.188632,1
51.67596,0.00209,1
51.460583,0.02897,1
52.471115,-1.547162,0
51.572666,-0.071649,0
51.508533,-0.595245,0
50.823074,-0.14569,1
53.44005,-1.330119,1
51.58236,-0.331567,1
52.049404,-2.718028,1
51.24905,-0.763916,1
51.40661,-1.31774,0
52.631,-2.432976,0
51.93161,-2.406879,1
52.90344,-2.474715,1
53.40638,-1.416043,1
54.0607,-2.808943,1
51.57894,0.182901,1
54.860188,-3.005989,1
51.88994,0.261741,1
51.879433,0.932254,1
53.396423,-1.414825,1
51.59713,-1.81656,1
51.426086,0.34114,1
52.345856,1.504284,1
53.55196,-2.083339,1
52.522957,-1.462428,0
52.547607,-0.276205,1
53.121902,-1.193356,1
51.888214,0.262613,1
51.475853,-3.171104,1
53.405228,-2.989201,1
51.62244,-0.397619,0
51.9176,-0.454849,1
53.06122,-0.85046,1
53.724277,-1.585466,1
52.584133,-2.105144,1
51.76222,-1.270462,1
51.88994,0.261741,1
51.719418,-0.292708,1
51.86979,-2.239381,1
53.80392,-1.711499,1
50.907917,-1.405497,1
51.88994,0.261741,1
53.151546,0.323838,1
53.647057,-1.780432,1
51.485153,-0.606664,1
51.797684,-0.17662,1
51.643948,-3.945226,1
53.494705,-2.179861,1
53.486473,-2.093307,0
51.78894,1.117974,0
54.33023,-2.748855,1
53.74252,-1.661627,0
53.593117,-2.214046,1
51.09757,-0.195815,1
51.53946,0.127913,0
51.51534,-0.07165,1
51.737125,-0.456928,0
51.447258,-2.583953,0
53.486385,-2.102017,0
51.444878,-0.017633,1
52.051693,1.187086,1
50.819645,-0.130351,1
54.592686,-5.906341,0
53.017483,-1.304749,1
50.763268,-1.996559,1
51.461586,-0.10458,1
51.450417,-0.358386,1
52.34253,-3.049079,1
53.46883,-2.329519,1
54.75195,-6.330613,0
53.09031,-2.437007,0
51.921085,-0.207471,1
51.116844,-0.159758,1
52.643604,1.296323,0
51.526817,-0.197986,1
53.79143,-1.752341,1
53.01264,-1.358202,1
51.60659,-0.119704,1
51.981506,-0.247828,1
51.44297,-1.062076,1
51.377453,-0.106894,1
53.12816,-1.235877,1
52.189976,0.985683,0
51.88994,0.261741,1
51.24681,-0.56598,1
53.4273,-2.838175,1
52.903984,-1.248746,0
53.71037,-1.625176,1
52.78791,-2.115081,1
52.4678,-1.855288,1
51.46471,-3.170632,1
53.35247,0.25187,1
51.198715,-0.819393,1
52.962055,-1.163773,1
51.55685,-0.216144,1
54.97331,-1.427691,0
53.55781,-0.091661,1
51.79306,-0.211682,1
53.22634,-0.552721,1
54.96096,-1.516385,1
52.056545,1.156195,1
53.526405,-2.390741,1
52.908768,-0.641903,1
51.428875,-0.166411,1
53.72901,0.031388,0
51.58044,-0.072028,1
52.448074,1.571357,1
51.523495,-0.214219,1
52.635063,-1.132222,1
51.88994,0.261741,1
54.969906,-1.613189,0
50.831745,-0.136783,1
53.003864,-2.185053,1
52.455635,-2.017115,1
53.427578,-1.400537,1
52.501675,-1.829412,1
50.906055,-1.49532,1
51.51603,-0.138267,1
51.65639,-0.445489,1
52.899914,-1.444814,0
51.527122,0.031509,1
51.88994,0.261741,1
54.917553,-1.372414,1
51.47591,-0.338031,1
52.569847,-2.170603,1
51.525036,-0.044153,1
53.490276,-2.28459,1
54.13101,-3.21365,1
53.591663,-2.475449,1
54.57171,-1.113784,1
51.617027,-0.062374,0
52.119057,1.548229,0
53.559536,-2.430554,1
50.819458,-0.118177,1
51.94743,-0.277603,0
54.90041,-1.395541,0
51.756435,-0.452372,0
53.51343,-2.184675,1
53.388313,-2.593781,1
51.35267,-0.723691,1
54.665066,-1.677529,1
51.643517,-0.061722,1
51.816223,-0.204671,1
52.47381,-1.505824,1
51.48306,-3.176214,1
50.78121,-0.675946,1
54.11196,-3.22062,1
52.635414,-1.128742,1
51.278225,0.528816,1
52.953186,-1.149045,1
50.472992,-4.718394,1
53.80121,-1.62467,1
51.38901,1.395212,1
52.74614,0.400662,1
52.116337,-2.304083,0
51.524055,-0.074583,1
50.872425,0.257833,1
50.89867,-1.381981,1
53.38555,-2.719886,1
53.80572,-1.720551,0
53.48225,-2.355345,1
51.467712,-0.641129,0
54.97347,-1.611983,1
51.348545,-0.164794,1
53.472404,-2.876729,1
53.618237,-2.156607,1
52.63289,-1.131127,1
52.99133,-1.165756,1
51.559532,-0.099544,1
53.554688,-1.188878,0
51.510857,-0.131416,1
50.849144,0.470214,1
53.54195,-2.732558,1
53.82803,-1.731843,0
51.52466,-0.037178,1
53.415585,-2.952248,1
53.446026,-2.191669,1
52.558502,-2.071806,1
51.48397,-3.184936,1
53.814453,-1.653333,1
52.956074,-1.148988,1
52.570374,-2.137939,1
53.792828,-1.703362,1
53.386307,-2.96675,1
51.88994,0.261741,1
51.887783,0.93742,1
50.931763,-1.437339,0
52.293396,-0.596503,1
53.38828,-2.347179,1
52.602837,-2.129197,1
55.182617,-6.31538,0
51.61188,-3.092889,1
52.956284,-1.189682,1
51.532276,-0.084069,1
52.489662,-0.703452,1
51.574837,-0.009833,0
51.494488,-0.134794,1
53.38795,-2.253279,1
51.50666,-2.628442,0
53.414337,-1.396857,1
51.900204,-0.435998,1
53.4809,-2.091984,1
51.50657,-0.02611,1
52.626217,-1.147215,1
50.740448,-1.759721,1
51.81859,-0.02128,0
54.607338,-1.09612,1
51.52329,-0.197722,1
53.468636,-2.280242,0
51.441166,-0.585658,1
51.76828,-0.460112,1
51.870495,-2.300983,1
51.459915,-1.025571,0
51.687572,-0.174061,1
52.255703,-0.8618,0
54.97498,-1.606984,1
53.482292,-2.236482,1
51.921597,0.935337,0
50.722977,-1.905712,1
51.54549,-0.372576,1
51.462,-0.18826,1
51.754623,-1.29459,1
52.06069,-1.338921,1
53.808258,-1.619171,1
51.503513,-0.380268,1
51.427048,-0.343128,1
50.907154,-1.365997,1
51.627045,-0.395073,0
