lat,lng,resolved
51.810574,-0.203706,1
51.55943,-1.808071,1
50.851017,0.536722,1
50.261288,-5.049647,1
52.450726,0.049745,1
51.44999,-2.597084,1
50.79882,0.289181,1
53.241985,-0.495473,1
51.12555,1.091515,1
51.761578,-0.013775,1
53.37651,-1.433332,1
51.474995,0.165535,1
54.607975,-5.920338,0
54.588223,-5.935872,0
53.54939,-1.070664,1
53.798122,-1.769047,0
51.523754,-0.479632,1
53.740437,-0.212952,1
51.536995,-0.243091,1
51.536995,-0.243091,1
53.55535,-2.211304,1
53.52714,-2.233082,1
51.416325,-3.255549,1
51.541245,-0.194243,1
51.55429,-0.108475,1
51.5397,0.710081,1
53.767002,-0.384746,1
53.049046,-2.989332,1
54.88172,-1.394963,1
51.312397,1.154886,1
53.201984,-0.558318,1
53.496056,-2.217596,0
52.466805,-1.470546,1
51.88994,0.261741,1
53.42278,-1.203429,1
52.918495,-1.498013,1
53.42468,-1.457868,1
54.17333,-6.346291,0
51.53428,-0.11216,1
53.9587,-1.046621,1
51.87821,-0.417729,1
52.306927,-1.9417,0
51.1268,-0.011518,1
52.242912,0.705261,1
51.4994,-0.129162,1
51.656445,-3.510483,1
51.669556,-0.41318,1
51.606632,-0.493472,0
51.545216,0.012137,1
51.47512,-0.370229,1
53.611786,-0.962171,1
50.793453,-0.636951,1
51.448593,-0.117452,1
51.91806,-0.185896,1
52.25877,-0.863714,1
51.418583,-0.042761,1
53.483337,-2.060238,1
52.4678,-1.855288,1
51.50856,-0.152204,1
50.862907,0.558145,1
53.5463,-1.437542,1
54.591354,-5.950505,0
51.433674,-0.519842,1
52.58363,-0.252238,1
51.110283,-0.235593,1
51.161118,-0.177591,1
54.57051,-1.209124,1
51.88994,0.261741,1
52.242573,-0.897272,1
53.425167,-2.954644,1
51.29912,0.583749,1
52.606907,-1.116372,1
51.52366,-0.054937,1
51.56409,-0.101056,1
51.487774,0.28449,1
53.429607,-2.84099,1
51.600758,-0.061232,1
53.549023,-1.141066,0
51.56094,-0.227352,1
51.492527,-0.103902,1
52.83495,-1.170862,1
53.507687,-2.956211,1
53.523087,-2.187236,1
51.702854,-0.142938,1
51.53428,-0.197287,1
52.47202,-1.902839,1
51.565044,-0.021616,1
51.574608,0.031287,1
53.79452,-1.719138,1
51.528885,-0.113334,1
51.55938,-0.082858,1
51.516796,-0.072324,1
51.516335,-0.145749,1
53.363186,-1.411764,0
53.10626,-1.341768,1
53.425934,-1.449289,1
51.528645,0.037444,1
51.41874,-0.431603,1
53.50674,-2.522113,1
50.807568,-1.059043,1
51.91351,-0.172077,1
51.58012,-0.338014,1
53.83581,-1.784461,1
51.64756,-3.971356,1
52.95514,-1.141995,1
52.156174,-0.185089,1
51.777805,-0.442581,1
51.88994,0.261741,1
53.48127,-2.249179,1
51.7062,-0.412796,1
53.513206,-2.44346,1
54.879463,-6.268986,0
52.90012,-1.173038,1
51.75382,-0.122346,1
51.54053,0.051069,1
51.90302,-0.451671,1
53.25757,-1.92038,1
53.458862,-2.152118,1
51.54248,-0.102591,1
52.544006,-1.983279,1
51.88994,0.261741,1
54.895176,-2.937272,1
53.37791,-1.47172,1
51.435913,-0.039071,0
51.474174,-0.068102,1
53.484505,-2.311014,1
51.520027,-0.476556,0
51.928116,-0.258082,0
51.251404,0.545803,1
54.623806,-5.932289,0
51.25582,-1.12659,1
53.477837,-2.243916,1
51.88994,0.261741,1
51.507137,-3.581002,1
51.76778,-0.24916,1
51.766052,-0.464506,1
51.46109,-0.011676,1
51.317596,-0.557862,1
51.88994,0.261741,1
52.64729,0.689534,1
53.569557,-0.066953,1
52.033722,1.184086,0
51.4861,-0.183964,1
52.423054,-1.494495,1
50.882168,-0.00492,1
51.63448,-3.656435,1
53.23072,-0.536588,1
51.721836,-0.023698,1
51.479675,-0.188482,0
53.43071,-2.878685,1
51.74546,-0.452037,1
51.0685,-1.792038,1
52.631565,-1.129661,1
52.452023,-1.735679,0
51.483192,-0.200801,0
52.185787,-2.220146,0
53.706944,-1.674683,1
51.499954,-3.245269,1
51.42487,-0.995148,1
51.186295,-0.605735,0
53.187782,-2.52863,1
51.55723,0.597808,1
51.116055,-0.191538,0
53.318027,-0.944886,1
51.5889,0.080662,1
51.24415,-2.980237,1
51.88994,0.261741,1
51.774345,-0.465312,1
52.402737,-1.522596,1
51.795834,-0.058895,1
53.48309,-2.354388,1
51.889065,-0.383024,1
53.615337,-2.153905,1
53.763966,-1.84619,1
51.56118,-0.073116,1
51.630135,-0.044433,0
53.58201,-1.483137,0
52.973915,-1.15382,1
50.926464,-1.312662,1
51.40589,-0.302656,1
52.48582,-2.026817,1
50.230198,-5.240967,1
51.42835,-0.355193,1
54.967102,-1.438182,0
50.966595,-1.374502,0
50.828457,-0.430438,1
53.559536,-2.430554,1
53.83284,-1.551333,1
52.121292,-0.486712,1
53.20793,-1.148769,1
51.507206,-0.589421,1
51.54365,-0.341996,1
51.959755,-0.259184,1
51.38145,0.105256,1
51.53544,-0.372704,1
54.744446,-1.640037,1
54.871002,-6.274848,0
51.5951,-0.004327,1
51.477833,-0.082176,0
51.746254,-0.235897,1
52.22347,-0.295037,1
51.59809,-0.114034,1
53.433746,-1.356167,0
52.660725,-1.218384,1
51.69688,-3.427761,1
53.42751,-2.958143,1
52.029045,-0.733519,1
51.889797,-0.185436,0
53.503426,-1.162915,1
53.48686,-2.290264,1
51.4828,-0.606506,1
51.51306,-0.128256,0
51.97454,1.33222,0
53.025417,-2.174396,1
51.274372,-1.115859,1
55.036575,-7.326392,0
51.690044,-0.036426,1
55.00483,-1.450084,0
51.396675,-0.105496,1
52.244526,0.40841,1
51.59313,-0.063867,1
53.748802,-0.376239,1
52.063953,-0.80992,0
51.82096,1.019304,1
51.530582,-0.084905,1
51.538868,0.152891,1
54.595116,-5.93543,0
51.54925,0.404104,1
53.821857,-3.015944,1
52.187325,0.99206,1
53.40747,-2.987162,1
51.34006,-0.538235,0
52.62705,1.292417,1
51.884235,-0.189031,1
53.79681,-1.47874,1
50.84541,-0.28471,1
51.892857,-0.421182,1
51.560314,0.174477,1
54.601948,-3.140666,1
53.473885,-2.255087,1
52.49146,-0.683618,1
51.54367,-0.167482,0
51.469666,0.366654,1
51.430725,-0.403443,1
51.430725,-0.403443,1
54.00357,-1.548127,0
51.57576,0.180886,1
54.587204,-5.928265,0
53.235985,-2.511454,1
50.756203,-1.874712,0
52.205715,0.137679,1
52.012367,-0.047191,0
52.061428,-1.348741,1
54.87945,-1.688429,1
54.17729,-6.335962,0
53.514248,-2.212683,1
51.464798,-0.059025,1
52.598434,-2.099937,1
52.62732,1.312109,0
52.295074,-0.599163,1
54.586926,-5.899628,0
53.51115,-1.149342,1
51.76322,-0.232845,1
54.903893,-1.363721,1
51.499218,-0.104474,1
51.43505,-0.502346,1
50.95064,0.187172,1
51.54906,-0.076499,1
51.54592,-0.262045,0
53.703403,-1.698856,1
51.26951,0.523363,1
51.683403,-0.310714,1
53.245926,-3.13678,1
51.5279,-0.356899,1
51.24051,-0.604899,1
51.702404,-0.180815,0
50.711884,-3.544967,0
51.71619,0.483138,1
51.5587,0.069271,1
51.769352,-0.232721,1
52.042587,-0.758011,1
51.48364,-0.087002,1
51.5151,0.424733,1
53.53008,-2.112064,1
51.53088,-0.134705,1
53.603474,-2.172903,1
53.24433,-0.527312,0
51.683544,-3.382122,1
53.678185,-1.500354,1
52.75897,1.106479,1
51.74776,-1.235061,1
52.966724,-1.098036,1
51.44297,-1.062076,0
50.856373,0.57636,1
52.386627,-2.259773,0
51.335724,-0.762161,1
52.041428,-0.748712,1
51.57791,-0.349669,1
53.511864,-2.105939,1
51.500282,-0.329466,1
52.966713,-1.14467,1
53.50261,-1.475509,0
52.38225,-1.464432,1
54.741474,-1.42419,1
51.42719,-0.054074,1
51.42043,-2.55413,1
53.33667,-3.400679,1
51.088833,-0.710776,1
51.85572,-2.23437,1
50.2661,-5.049604,1
51.88994,0.261741,1
52.072758,-0.88239,1
53.824574,-3.011665,1
53.32501,-1.110588,1
52.636536,-1.128602,1
53.565056,-0.088873,1
50.69825,-1.284243,1
52.912342,-0.643278,1
50.37083,-4.143694,1
52.572655,-0.245074,1
52.59816,-2.106314,1
51.53397,0.721464,1
51.01765,-0.451746,1
53.76267,-2.706087,1
50.835308,-0.173226,1
51.91849,-2.115093,1
52.06497,1.235138,1
53.30501,-1.120068,1
52.072903,0.453899,1
53.015293,-1.160405,0
51.09408,1.122111,1
53.591545,-2.454976,1
51.581547,-0.032346,1
51.708702,-0.299915,0
52.78279,-1.545596,1
53.385227,-2.746883,1
54.543175,-1.242175,1
50.61552,-2.465065,1
52.209354,0.147236,1
52.973232,-0.013113,1
52.433346,-1.941725,1
53.54866,-2.396923,1
53.36702,-2.279064,1
51.419083,0.525122,1
52.495052,1.734368,1
52.59437,-2.148009,1
51.482082,-0.199303,1
51.627617,-0.394056,1
52.601604,-2.002083,1
52.244526,0.40841,1
53.143486,0.33562,0
51.46501,0.093623,1
51.405617,-0.162625,1
51.691486,-0.169664,1
51.4903,0.319204,1
51.33668,0.444665,1
50.790245,-1.088347,1
52.666763,0.177122,1
50.38799,-4.053123,0
51.610847,-0.259725,1
50.63145,-1.179453,0
52.033432,-0.773164,1
53.242767,-2.506186,1
53.829388,-1.686726,1
51.45344,-0.2212,1
51.47342,-0.072583,1
53.802303,-1.543581,1
53.751423,-0.344424,1
50.90814,0.580327,1
50.620632,-3.414475,1
51.807014,-0.505919,0
52.584976,-2.14169,1
52.468376,-1.485012,1
51.487053,-0.084569,1
51.487053,-0.084569,1
53.875057,-1.714188,1
53.48543,-2.236454,1
54.99571,-1.431092,0
52.503353,-1.933825,1
54.468494,-6.3359,0
54.553486,-1.229399,1
51.401802,-0.11795,1
51.65397,-0.394657,1
50.9155,-1.269508,0
51.463818,-2.590024,1
51.455307,-0.9721,1
53.345,-3.110723,1
52.503967,-1.921022,1
52.9629,-1.134562,1
51.52013,0.579766,1
51.916225,-0.169757,0
50.832718,-0.226752,0
52.24492,0.711492,0
53.76629,-0.339833,1
51.537113,-0.130788,0
53.43328,-2.984569,1
53.255436,-1.914493,1
51.896793,-0.465169,1
51.839222,1.041855,1
51.300026,0.812548,1
50.886124,0.656305,1
51.23617,-0.577656,1
52.21868,-0.079246,0
53.728832,-1.868477,1
51.37113,0.543604,1
51.516315,-0.054702,1
53.61136,-2.159015,1
53.775444,-1.745986,1
53.589672,-2.434048,1
51.50149,-0.125503,1
51.557552,-0.098977,1
53.735897,-2.486475,1
51.4329,-0.908529,0
50.63145,-1.179453,0
50.786182,-1.062678,0
51.706863,-4.947689,1
53.733696,-2.660594,1
51.410564,-3.252012,1
51.30402,-2.948045,1
51.409626,-0.087303,1
51.10363,0.114363,1
53.389748,-2.592734,1
52.064217,1.139663,1
50.952988,-3.637065,1
52.318195,-1.907987,1
50.833977,-0.128259,1
54.571815,-1.231652,1
51.560314,0.174477,1
51.456154,-0.115198,1
52.635937,-1.700912,1
53.48641,-2.62912,1
51.43803,0.208075,1
51.551636,-0.111773,1
51.39272,-2.354045,1
51.39272,-2.354045,1
51.88994,0.261741,1
52.652687,-1.070008,1
51.65719,-3.051953,1
51.801903,-0.20701,1
52.498436,-1.764788,1
50.820274,-0.13866,1
53.59622,-0.655496,0
51.62863,-0.726177,1
50.901577,-1.377506,0
51.74824,-0.23963,1
52.22315,-1.866916,0
54.9618,-1.419077,1
53.79739,-1.5491,0
54.97324,-1.455812,1
52.475494,-1.89628,1
51.374184,-0.408241,1
53.70309,-1.308636,1
52.229244,0.123331,1
50.921455,-0.140117,1
52.956547,-1.155052,1
51.491383,0.102466,1
50.805233,-1.085529,1
51.550102,0.694182,1
51.487503,-0.535239,0
51.933502,-0.730567,1
51.653824,-0.203868,1
53.787395,-1.765797,1
51.49627,-0.132618,0
51.65141,-0.387679,1
53.236214,-1.400081,1
51.527527,-0.05,1
51.40766,-0.12152,0
51.440765,0.35218,1
51.543167,0.059178,1
51.616463,-0.084571,1
51.398315,-1.069989,1
51.470924,-0.456782,1
51.770573,-0.00709,1
50.860558,0.561981,1
52.25447,-0.93684,1
51.90846,-2.116027,1
51.478413,0.325096,1
51.47025,-0.068988,1
51.57548,0.062629,1
53.77567,-2.249313,1
51.526062,-2.506258,1
52.9269,-1.495759,1
53.600403,-2.395595,1
51.809856,-0.804917,1
53.15689,-1.195078,1
53.388477,-2.965401,1
53.49647,-2.714242,1
53.517933,-2.04317,1
53.599983,-0.667995,0
51.587334,-0.251399,1
51.543777,-0.285676,1
51.543777,-0.285676,1
53.369923,-1.373918,0
50.867226,0.553719,1
53.36256,-2.271671,1
51.053684,-2.73075,1
53.48377,-2.060163,0
53.40242,-2.602506,1
50.704704,-3.069914,1
51.899536,-0.204608,1
51.332684,1.421086,1
52.63577,-1.135267,1
51.735218,-0.024287,1
53.54687,-2.116908,1
53.402065,-3.058843,1
54.618427,-5.928815,0
51.887466,-0.544288,1
52.050858,-0.809393,1
53.968063,-1.0856,1
52.48268,-1.462919,1
53.561684,-2.198186,1
52.336117,-2.155465,0
51.39203,0.533047,1
52.43409,-1.848014,1
51.56787,-1.790954,1
52.479225,-1.895697,0
51.88994,0.261741,1
54.554478,-1.273431,1
51.76214,-0.016823,1
53.787327,-2.235874,0
52.979504,-1.167235,1
53.054787,-2.971113,1
51.068123,0.691639,1
54.96946,-1.646261,0
51.809856,-0.804917,1
51.502728,-0.09005,1
53.56828,-0.074049,1
52.57256,-0.228491,1
51.55277,-0.111683,1
53.480217,-1.220135,1
52.545933,-0.271934,1
51.88994,0.261741,1
51.88032,-0.415025,0
52.49418,0.052959,1
52.90756,-1.285872,1
51.119835,-0.20988,1
51.659054,-0.392193,1
51.794685,-0.400613,1
51.32876,-0.559507,1
53.599983,-0.667995,0
53.787148,-1.559318,1
51.551163,0.16253,1
51.43904,-3.175486,1
52.483307,-1.768697,1
54.51913,-6.023766,0
51.767376,-0.586544,1
52.982124,-1.195425,1
54.103233,-3.246302,1
51.528736,0.591066,1
52.970013,-1.156011,1
53.746525,-0.332105,1
51.49043,0.082341,1
51.079567,-4.053115,1
51.879063,-0.174928,1
50.730167,-1.824085,1
53.456936,-2.228329,1
51.51156,-0.590223,1
51.61647,-0.255277,1
52.00761,-0.739355,1
53.55365,-2.093229,1
52.863117,-1.916452,1
52.540825,-0.263037,1
51.548164,-0.028147,1
51.482098,-0.063663,1
53.70818,-1.787749,1
53.38298,-3.020708,1
51.337242,-0.01223,1
50.9454,-1.475223,1
52.964886,-1.179158,1
52.774113,-1.199145,1
52.474396,-1.91467,1
52.61799,-2.161308,1
53.495975,-2.273233,1
51.300026,0.812548,1
53.004147,-1.176849,1
50.82096,-0.14346,1
51.460052,-0.966624,1
54.97417,-1.510056,1
52.480778,-1.927954,1
53.647327,-1.78754,1
53.546005,-3.080076,1
50.88217,-1.876863,1
51.585052,-0.076957,1
53.49972,-2.303422,1
50.82716,-0.3335,1
52.918198,-1.205697,0
50.856346,-1.18634,1
53.527985,-2.275732,1
52.217636,1.489897,0
51.46673,-0.365561,1
51.4026,0.018854,1
54.117188,-3.266503,1
53.80434,-1.89457,0
51.90323,0.88975,0
53.773514,-1.730157,0
53.52556,-1.133079,1
55.13105,-1.516371,0
51.50777,-0.055037,1
54.573143,-1.232601,1
51.52295,-0.192762,1
53.412544,-2.944718,1
