count;area;electorate;valid_votes;remain;leave;pct_crimes;pct_voted;pct_remain;pct_leave
41945;Cheltenham;87060;66013;37081;28932;0,48179416494371696;0,7582471858488399;0,561722690985109;0,438277309014891
14818;North Kesteven;86468;67753;25570;42183;0,17136975528519222;0,783561548781052;0,377400262718994;0,622599737281006
41645;Exeter;86417;63803;35270;28533;0,4819074950530567;0,7383153777613201;0,5527953231039293;0,44720467689607074
16626;Rushcliffe;86401;70410;40522;29888;0,192428328375829;0,8149211235981065;0,5755148416418122;0,42448515835818773
26991;West Lancashire;85834;63869;28546;35323;0,31445581005196077;0,7440990749586411;0,4469460927836666;0,5530539072163334
19521;South Staffordshire;85777;66692;23444;43248;0,22757848840598296;0,7775044592373247;0,35152641996041506;0,648473580039585
35512;Bassetlaw;85547;63967;20575;43392;0,4151168363589606;0,7477410078670205;0,3216502258977285;0,6783497741022715
21445;Hinckley and Bosworth;85305;65470;25969;39501;0,251392063771174;0,7674813903053749;0,3966549564686116;0,6033450435313884
19302;Bracknell Forest;85298;64890;29888;35002;0,22628901029332457;0,7607446833454478;0,46059485282786256;0,5394051471721375
23709;Mendip;85068;65455;33427;32028;0,27870644660741994;0,7694432689142804;0,5106867313421435;0,4893132686578565
36039;Dover;85011;65016;24606;40410;0,42393337332815756;0,7647951441578149;0,3784606866002215;0,6215393133997785
29499;Gwynedd;84575;61182;35517;25665;0,3487910138929944;0,7234052616021283;0,5805138766303815;0,4194861233696185
28226;South Ribble;84573;63724;26406;37318;0,33374717699502204;0,7534792427843402;0,41438076705793736;0,5856192329420626
30110;Wyre;84471;62979;22816;40163;0,356453694167229;0,7455694853855169;0,3622794899887264;0,6377205100112736
32037;Taunton Deane;84164;65733;30944;34789;0,38064968395038257;0,781010883513141;0,47075289428445377;0,5292471057155462
30801;Chorley;84159;63515;27417;36098;0,3659858125690657;0,7547024085362231;0,4316618121703535;0,5683381878296465
25503;Broxtowe;83593;65426;29672;35754;0,30508535403682124;0,7826731903389039;0,45352000733653286;0,5464799926634671
31727;East Staffordshire;83558;62116;22850;39266;0,3797003279159386;0,7433878264199718;0,36786013265503253;0,6321398673449675
15281;North Norfolk;83065;63790;26214;37576;0,18396436525612472;0,7679528080418949;0,41094215394262423;0,5890578460573758
74931;Kensington and Chelsea;83042;54739;37601;17138;0,9023265335613304;0,6591724669444378;0,6869142658799028;0,3130857341200972
42617;Scarborough;82900;60511;22999;37512;0,5140772014475271;0,7299276236429433;0,38007965493877144;0,6199203450612285
12976;West Oxfordshire;82441;65671;35236;30435;0,15739741148215086;0,7965817978918257;0,5365534254084756;0,46344657459152444
25356;Tunbridge Wells;82181;64996;35676;29320;0,30853846996264345;0,7908884048624378;0,5488953166348698;0,45110468336513015
19744;West Dorset;82071;65191;31924;33267;0,24057218749619233;0,7943244264112781;0,489699498397018;0,510300501602982
17119;South Lakeland;81948;65331;34531;30800;0,20890076633963;0,797225069556304;0,5285545912354013;0,47144540876459873
29793;Worthing;81384;61366;28851;32515;0,366079327631967;0,7540302762213703;0,47014633510412934;0,5298536648958707
26593;St Edmundsbury;81148;62210;26986;35224;0,3277098634593582;0,7666239463695963;0,43378877993891657;0,5662112200610834
33441;Shepway;80879;60613;22884;37729;0,4134695038267041;0,7494281581127363;0,3775427713526801;0,6224572286473199
20606;Lichfield;80369;63278;26064;37214;0,2563923901006607;0,7873433786659035;0,41189670975694553;0,5881032902430544
34697;Carlisle;80124;59683;23788;35895;0,4330412860066896;0,7448829314562428;0,3985724578188094;0,6014275421811907
52200;Cambridge;80108;57799;42682;15117;0,6516203125780197;0,7215134568332751;0,7384556826242669;0,26154431737573314
33082;Chesterfield;79905;57424;22946;34478;0,41401664476565925;0,7186534009135849;0,39958902201170243;0,6004109779882976
18740;Staffordshire Moorlands;79347;59760;21076;38684;0,23617780130313684;0,7531475670157662;0,3526773761713521;0,6473226238286479
