count;area;electorate;valid_votes;remain;leave;pct_crimes;pct_voted;pct_remain;pct_leave
17849;North East Derbyshire;78855;59310;22075;37235;0,2263521653668125;0,7521400038044512;0,37219693137750803;0,627803068622492
15569;Mid Suffolk;78325;61185;27391;33794;0,19877433769549951;0,781168209383977;0,44767508376236004;0,5523249162376399
38643;Welwyn Hatfield;78146;58610;27550;31060;0,4944974790776239;0,7500063982801423;0,47005630438491725;0,5299436956150827
35558;Wyre Forest;77878;57632;21240;36392;0,45658594211458947;0,7400292765607746;0,36854525263742366;0,6314547473625763
45618;Darlington;77662;55166;24172;30994;0,5873915170868635;0,7103345265380753;0,43816843708081066;0,5618315629191893
39859;Mansfield;77624;56344;16417;39927;0,5134880964650108;0,7258579820674018;0,29137086468834306;0,7086291353116569
21330;Lewes;76428;59482;30974;28508;0,27908619877531793;0,7782749777568431;0,5207289600215191;0,47927103997848086
20960;North Devon;75548;58031;24931;33100;0,27743950865674805;0,7681341663578123;0,4296152056659372;0,5703847943340629
29970;Denbighshire;75362;52072;23955;28117;0,39768052864839043;0,6909583079005335;0,4600361038561991;0,5399638961438009
26546;Cannock Chase;75010;53578;16684;36894;0,3538994800693241;0,7142780962538329;0,3113964686998395;0,6886035313001605
22729;Allerdale;74426;54238;22429;31809;0,3053905893101873;0,728750705398651;0,41352925992846346;0,5864707400715365
24735;Bromsgrove;74170;58815;26252;32563;0,33349062963462317;0,7929755966023999;0,4463487205644818;0,5536512794355182
30096;Rugby;74137;58549;25350;33199;0,40595114450274494;0,7897406153472625;0,4329706741361936;0,5670293258638064
39781;Dartford;73951;55855;19985;35870;0,5379372827953645;0,7552974266744196;0,3578014501835109;0,6421985498164892
20506;North West Leicestershire;73944;57611;22642;34969;0,277317970355945;0,7791166288001731;0,39301522278731493;0,6069847772126851
19166;South Derbyshire;73856;56695;22479;34216;0,2595049826689775;0,7676424393414212;0,39648999029896814;0,6035100097010319
19944;Blaby;73832;56471;22888;33583;0,2701267742984072;0,7648580561274244;0,40530537798161886;0,5946946220183811
43714;Crawley;73575;53835;22388;31447;0,5941420319401971;0,7317023445463813;0,4158632859663787;0,5841367140336212
45793;Worcester;73516;54239;25125;29114;0,6228984166712008;0,7377849719788889;0,46322756687992034;0,5367724331200796
19943;West Lindsey;73499;54753;20906;33847;0,27133702499353735;0,7449489108695356;0,38182382700491296;0,618176172995087
30400;Hertsmere;73295;56125;27593;28532;0,4147622620915479;0,7657411828910566;0,4916347438752784;0,5083652561247216
39719;Gravesham;72808;54519;18876;35643;0,5455307109108889;0,7488050763652346;0,3462279205414626;0,6537720794585374
18922;Rother;72755;57669;23916;33753;0,2600783451309188;0,7926465535014776;0,41471154346355926;0,5852884565364407
28283;Spelthorne;72674;56609;22474;34135;0,3891763216556127;0,7789443267193219;0,39700400996308005;0,60299599003692
36708;Great Yarmouth;72634;50128;14284;35844;0,5053831538948702;0,6901451111049921;0,28495052665177145;0,7150494733482285
20062;High Peak;72487;54833;27116;27717;0,27676686854194543;0,7564528812062853;0,4945197235241552;0,5054802764758448
13271;East Dorset;71966;58488;24786;33702;0,1844065253036156;0,8127171164160854;0,4237792367665162;0,5762207632334838
33925;Eastbourne;71726;53545;22845;30700;0,47298050915985834;0,7465214845383822;0,4266504809039126;0,5733495190960874
17997;Monmouthshire;71607;55630;28061;27569;0,25133017721731116;0,7768793553702851;0,5044220744202769;0,4955779255797232
27160;Fenland;71447;52626;15055;37571;0,380141923383767;0,7365739639173093;0,2860753239843423;0,7139246760156577
26674;Woking;71313;55221;31007;24214;0,374041198659431;0,7743468932733162;0,5615073975480342;0,43849260245196575
15139;South Northamptonshire;71309;56624;25853;30771;0,21230139253109706;0,7940652652540352;0,45657318451539985;0,5434268154846001
15925;Babergh;70628;55242;25309;29933;0,22547714787336468;0,7821543863623492;0,45814778610477536;0,5418522138952246
33575;Kettering;70570;53907;21030;32877;0,47576874025789995;0,7638798356242029;0,39011631142523234;0,6098836885747676
50402;Hartlepool;70341;46100;14029;32071;0,7165380077053212;0,6553787975718287;0,3043167028199566;0,6956832971800434
13176;Chiltern;70185;58604;32241;26363;0,1877324214575764;0,8349932321721165;0,5501501603986076;0,4498498396013924
16324;Hambleton;70133;54982;25480;29502;0,23275776025551453;0,7839676044087662;0,4634243934378524;0,5365756065621476
15736;Hart;69946;57795;30282;27513;0,2249735510250765;0,82628027335373;0,5239553594601609;0,4760446405398391
12213;South Hams;69121;55450;29308;26142;0,17669015205219832;0,8022164031191679;0,5285482416591524;0,4714517583408476
31430;Broxbourne;68997;50872;17166;33706;0,4555270519008073;0,737307419163152;0,3374351313099544;0,6625648686900456
31465;Torfaen;68957;48144;19363;28781;0,45629885290833416;0,6981742245167278;0,4021892655367232;0,5978107344632768
20268;Castle Point;68860;51845;14154;37691;0,29433633459192565;0,7529044437990124;0,27300607580287395;0,726993924197126
14750;Cotswold;68734;54821;28015;26806;0,21459539674687927;0,7975819827159776;0,5110267963006877;0,4889732036993123
21192;East Northamptonshire;68334;52574;21680;30894;0,3101238036702081;0,7693681037258173;0,41237113402061853;0,5876288659793815
16107;Tewkesbury;67831;53652;25084;28568;0,2374577995311878;0,7909657826067727;0,4675314992917319;0,5324685007082681
14038;Harborough;67420;54878;27028;27850;0,20821714624740434;0,8139721150993771;0,4925106600094756;0,5074893399905245
18394;Three Rivers;67380;52848;25751;27097;0,272989017512615;0,7843276936776492;0,4872653648198607;0,5127346351801393
17695;Mole Valley;66730;54796;29088;25708;0,2651730855687097;0,821159898096808;0,5308416672749836;0,46915833272501645
15745;Forest of Dean;66705;51643;21392;30251;0,23603927741548608;0,7741998350948205;0,41422845303332495;0,5857715469666751
15214;Rochford;66589;52447;17510;34937;0,22847617474357626;0,7876225803060566;0,33386085000095334;0,6661391499990467
28663;Rushmoor;65790;48780;20384;28396;0,43567411460708316;0,7414500683994528;0,4178761787617876;0,5821238212382124
18030;South Holland;65701;49497;13074;36423;0,2744250468029406;0,7533675286525319;0,2641372204376023;0,7358627795623978
18173;Surrey Heath;65569;52305;25638;26667;0,27715841327456575;0,7977092833503637;0,4901634642959564;0,5098365357040436
19840;Selby;65278;51603;21071;30532;0,30393088023530135;0,7905113514507185;0,40832897312171773;0,5916710268782823
37531;Watford;65060;46586;23167;23419;0,5768675069166923;0,7160467260989856;0,49729532477568367;0,5027046752243163
20279;Uttlesford;64735;51943;25619;26324;0,31326175948096086;0,8023943770757704;0,493213715033787;0,5067862849662129
30739;Pendle;64534;45335;16704;28631;0,4763225586512536;0,702497908079462;0,36845704202051394;0,631542957979486
46197;Burnley;64461;43316;14462;28854;0,7166658910038628;0,6719722002451094;0,33387201034259856;0,6661279896574014
20588;Tandridge;64044;51420;24251;27169;0,3214664917868965;0,8028855162076073;0,4716258265266433;0,5283741734733567
43784;Lincoln;63351;43894;18902;24992;0,6911335259111931;0,6928698836640306;0,4306283318904634;0,5693716681095367
26855;Gosport;62781;46127;16671;29456;0,4277568054029085;0,7347286599448878;0,36141522318815444;0,6385847768118456
13552;East Cambridgeshire;62435;48086;23599;24487;0,21705774004965164;0,7701769840634259;0,4907665432766294;0,5092334567233706
33894;Stevenage;62156;45785;18659;27126;0,5453053607053221;0,7366143252461549;0,4075352189581741;0,5924647810418259
36117;Hyndburn;62042;40137;13569;26568;0,582137906579414;0,6469327229941008;0,3380671201136109;0,6619328798863892
36776;Hastings;61957;44350;20011;24339;0,5935729618929257;0,7158190357828816;0,45120631341600903;0,548793686583991
19022;Fylde;61174;46206;19889;26317;0,3109490960211855;0,7553208879589368;0,43044193394797214;0,5695580660520279
28903;Redditch;61038;45882;17303;28579;0,4735246895376651;0,7516956649955765;0,37711956758641735;0,6228804324135827
22449;Daventry;61004;49381;20443;28938;0,3679922628024392;0,8094715100649138;0,4139851359834754;0,5860148640165246
11602;Mid Devon;60532;48006;22400;25606;0,19166721733958897;0,7930681292539483;0,4666083406240887;0,5333916593759114
17487;Malvern Hills;60217;48497;23203;25294;0,2903997210090174;0,805370576415298;0,478441965482401;0,5215580345175991
34288;Harlow;59124;43469;13867;29602;0,5799336986672079;0,7352175089642108;0,31900894890611703;0,680991051093883
19503;Brentwood;58777;46704;19077;27627;0,33181346445038024;0,7945965258519488;0,4084660842754368;0,5915339157245632
23211;Runnymede;58272;44294;20259;24035;0,39832166392092255;0,7601249313563976;0,4573757168013726;0,5426242831986273
19384;Bolsover;58063;41972;12242;29730;0,33384427260045124;0,7228699860496357;0,2916706375679024;0,7083293624320975
10725;Derbyshire Dales;57075;46728;22633;24095;0,18791064388961892;0,8187122207621551;0,4843562746105119;0,5156437253894881
22204;Tamworth;56825;42129;13705;28424;0,39074351077870656;0,7413814342278926;0,3253103562866434;0,6746896437133566
20099;Epsom and Ewell;56382;45303;23596;21707;0,3564790181263524;0,8035011173778865;0,5208485089287685;0,4791514910712315
29203;Wellingborough;54572;41141;15462;25679;0,535127904419849;0,7538847760756432;0,3758294645244403;0,6241705354755597
15624;Copeland;54206;37947;14419;23528;0,2882337748588717;0,7000516547983618;0,3799773368118692;0,6200226631881308
15725;Ceredigion;53400;39742;21711;18031;0,29447565543071164;0,7442322097378277;0,5462986261385939;0,4537013738614061
21696;Barrow-in-Furness;53194;36074;14207;21867;0,4078655487460992;0,6781591908861901;0,39382935077895437;0,6061706492210456
11367;North Dorset;52980;42201;18399;23802;0,21455266138165346;0,796545866364666;0,435984929267079;0,564015070732921
10424;Torridge;52881;41429;16229;25200;0,19712183960212554;0,7834382859628222;0,3917304303748582;0,6082695696251418
20768;Rossendale;52750;38181;15012;23169;0,3937061611374408;0,7238104265402844;0,39317985385401116;0,6068201461459889
15332;South Bucks;52194;40724;20077;20647;0,2937502394911293;0,7802429398015097;0,49300166977703563;0,5069983302229644
14410;Isle of Anglesey;51445;37951;18618;19333;0,2801049664690446;0,7377004567985227;0,49057995836736845;0,5094200416326315
24788;Blaenau Gwent;51136;34802;13215;21587;0,4847465581977472;0,6805772841051314;0,37971955634733634;0,6202804436526637
25197;Weymouth and Portland;50442;38255;14903;23352;0,4995242060187939;0,7583957812933666;0,3895699908508692;0,6104300091491308
17917;North Warwickshire;49790;37954;12569;25385;0,35985137577826876;0,7622815826471179;0,33116404068082417;0,6688359593191758
10807;Maldon;49073;38831;14529;24302;0,22022293318117905;0,7912905263586901;0,3741598207617625;0,6258401792382375
13708;Adur;48755;37229;16914;20315;0,28116090657368475;0,7635934775920419;0,45432324263343093;0,5456767573665691
11293;Ribble Valley;46148;36442;15892;20550;0,24471266360405652;0,7896766923810349;0,43609022556390975;0,5639097744360902
10001;Craven;44320;35891;16930;18961;0,22565433212996389;0,8098149819494584;0,4717059987183416;0,5282940012816584
8107;West Devon;43823;35595;16658;18937;0,1849941811377587;0,8122447116810807;0,4679870768366344;0,5320129231633657
23790;Corby;43313;32081;11470;20611;0,5492577286265093;0,7406783182878119;0,3575324958698295;0,6424675041301705
21039;Merthyr Tydfil;42855;28865;12574;16291;0,4909345467273364;0,6735503441838758;0,43561406547722153;0,5643859345227784
11375;Oadby and Wigston;42684;31465;14292;17173;0,2664932995970387;0,7371614656545779;0,45421897346257745;0,5457810265374226
8065;Eden;41872;31718;14807;16911;0,19261081390905618;0,7574990447076806;0,46683271328583137;0,5331672867141686
8223;Ryedale;41529;32050;14340;17710;0,19800621252618653;0,7717498615425366;0,4474258970358814;0,5525741029641186
18792;Boston;39363;30404;7430;22974;0,47740263699413155;0,7724004776058735;0,24437574003420603;0,755624259965794
10941;Christchurch;39176;31050;12782;18268;0,27927812946702063;0,7925770880130693;0,411658615136876;0,588341384863124
14876;Forest Heath;38527;27951;9791;18160;0,38611882575855894;0,7254912139538505;0,3502915816965404;0,6497084183034596
8940;Melton;37273;30305;12695;17610;0,23985190352265714;0,8130550264266359;0,41890777099488535;0,5810922290051147
8330;Richmondshire;36794;27636;11945;15691;0,22639560797956187;0,7511007229439582;0,4322260819221306;0,5677739180778695
8640;Purbeck;36418;28720;11754;16966;0,2372453182492174;0,7886210115876764;0,40926183844011144;0,5907381615598886
4351;Rutland;29390;22966;11353;11613;0,1480435522286492;0,7814222524668254;0,4943394583297048;0,5056605416702952
5499;West Somerset;27478;21734;8566;13168;0,2001237353519179;0,7909600407598806;0,3941290144474096;0,6058709855525904
25255;City of London;5987;4399;3312;1087;4,218306330382496;0,7347586437280775;0,7528983859968175;0,24710161400318253
269;Isles of Scilly;1799;1424;803;621;0,14952751528627015;0,7915508615897721;0,5639044943820225;0,43609550561797755
